asset_id,name,source_url,type,size,frames,style_tags,mood_tags,story_tags,scene_use,usage_case,notes
"PX-UNI-018","手机聊天图标 CC0","https://opengameart.org/content/lucid-icon-pack","ui","16/32/64/160","1","UI,图标,手机,CC0","即时,克制,提示","爱情,异地,友情,聊天,通知","daily","异地/友情疏远时，用小气泡和通知 icon 触发消息层","CC0；100 icons；可做 Shadow UI 内嵌小图标"
"PX-UNI-019","像素对话框与头像 UI","https://limezu.itch.io/modernuserinterface","ui","16/32/48 ui","talk/nod/shake","对话框,头像,按钮,UI","叙事,选择,可读","爱情,复合,亲密关系选择,dialogue","both","爱情选择题用 portrait + dialogue box 承载分支，不把选择文案画进背景","付费；商用可用需署名；含 portrait generator"
"PX-UNI-020","街边花店/植物店","https://limezu.itch.io/moderninteriors","background","16/32/48 tile","1","花店,植物,室内,城市","温柔,犹豫,纪念","爱情,复合,告别,礼物","special","复合前角色站在花店门口，买与不买都能共用同一底图","完整包覆盖 flower/plant shop；需付费署名"
"PX-UNI-021","车站入口与楼梯","https://reakain.itch.io/gb-studio-buildings","background","GB Studio tile","1","城市,楼梯,门,街道","等待,犹豫,过渡","爱情,异地,事业,城市机会","both","异地前夜角色站在楼梯旁，作为去车站/离开城市的过渡镜头","可商用可改；禁再分发/AI/NFT"
"PX-UNI-022","城市夜谈背景层","https://gandalfhardcore.itch.io/free-pixel-art-sidescroller-asset-pack-32x32-city","background","32x32 parallax","3 layers","城市,夜景,parallax","疏离,灯光,移动","爱情,友情,城市,分流","both","夜晚长谈时只保留城市背景和两个人剪影，降低叙事噪声","免费可商用；侧视更适合过场/hero 背景"
"PX-UNI-023","透明雨幕 CC0","https://opengameart.org/content/rain-1","fx","overlay 609KB","1","雨,透明,fx,CC0","潮湿,冷,迟疑","爱情,分手,亲情,自我成长,雨","both","分手/离家/考试后场景叠半透明雨层，作为共用情绪滤镜","CC0；非严格像素格，可降采样和压色"
"PX-UNI-024","礼物与情绪图标 CC0","https://opengameart.org/content/lucid-icon-pack","ui","16/32/64/160","1","礼物,心情,图标,CC0","轻,提示,克制","爱情,复合,亲密关系选择,礼物","daily","关系选择卡片上用小图标表示礼物、心情、电话，不做大段说明","CC0；适合 UI 状态而非主场景"
"PX-UNI-025","合租/宿舍卧室","https://limezu.itch.io/moderninteriors","background","16/32/48 tile","1","卧室,公寓,合租,室内","亲近,杂乱,变化","友情,朋友分流,陪伴与疏远,home","both","友情线中两张床或两个书桌逐渐变成一张空椅","完整包有 bedroom/kid bedroom/condominium；商用需署名"
"PX-UNI-026","学校食堂朋友桌","https://oceansdream.itch.io/nostalgia-school-time","background","RPG Maker school tiles","1","学校,食堂,桌椅,GameBoy","怀旧,热闹,空落","友情,朋友分流,学业,食堂","both","朋友分流场景用同一张食堂长桌，逐步减少坐着的人","royalty-free；商用细节需人工复核"
"PX-UNI-027","便利店碰头点","https://reakain.itch.io/gb-studio-7-11-tileset","background","GB Studio tile","1","便利店,货架,冷柜,夜晚","熟悉,松弛,微疏远","友情,陪伴,圈子变化,零售","both","朋友夜里碰面买饮料，后续同一地点变成擦肩而过","可商用可改；禁再分发/AI/NFT"
"PX-UNI-028","朋友同行城市街道","https://reakain.itch.io/gb-studio-buildings","background","GB Studio tile","1","城市,街道,窗户,门","日常,同行,变化","友情,圈子变化,事业,城市","daily","两三个朋友沿街走，后续只剩主角一个人走同一路段","可商用可改；适合 topdown/GB 风格生活片段"
"PX-UNI-029","客厅游戏与电视","https://graduation-cat.itch.io/house-interior-tileset-32x32","background","32x32 tile","1","客厅,电视,沙发,游戏","陪伴,松弛,怀旧","友情,陪伴与疏远,聚会,home","both","朋友聚会时电视开着，空沙发位置表现缺席的人","免费/付费分层；含 TV/couch/bookcases"
"PX-UNI-030","公园/小镇路口 CC0","https://kenney.nl/assets/tiny-town","background","16x16 tile","1","小镇,道路,树,CC0","轻松,过渡,开放","友情,圈子变化,自我成长,road","daily","朋友分路时，角色从小镇路口走向不同方向","CC0；可作为抽象地图和章节转场"
"PX-UNI-031","零食饮料补件 CC0","https://kenney.nl/assets/pixel-platformer-food-expansion","prop","various","1","食物,零食,饮料,CC0","日常,亲近,轻","友情,便利店,聚会,陪伴","daily","友情场景在桌上摆两份零食，后续只剩一份未拆封","CC0；需按 UI/场景风格重绘尺寸"
"PX-UNI-032","体育馆朋友活动","https://oceansdream.itch.io/nostalgia-school-time","background","RPG Maker school tiles","1","学校,体育馆,球场","热闹,青春,疏离","友情,学业,圈子变化,校园","both","朋友关系变化用体育馆热闹背景对比主角站在边线","royalty-free；适合校园友情/学业双域"
"PX-UNI-033","办公室/公寓/咖啡馆通用室内","https://ferd-dev.itch.io/plastic-interiors","background","16x16 tile","1","室内,办公室,公寓,咖啡馆","明亮,现代,轻","友情,爱情,事业,谈话","both","三类 Agent 都可复用同一套桌椅和墙面，只换 props 与灯光","可商用需署名；风格较鲜亮，需调到 Shadow 色板"
"PX-UNI-034","群聊与心情图标 CC0","https://opengameart.org/content/lucid-icon-pack","ui","16/32/64/160","1","群聊,心情,图标,CC0","提示,轻,克制","友情,圈子变化,聊天,通知","daily","朋友圈变化用群聊图标和未读数字，不在画面写解释文字","CC0；适合状态角标"
"PX-UNI-035","朋友群像角色 CC0","https://kenney.nl/assets/roguelike-characters","character","various sprites","1","角色,群像,CC0","中性,抽象,可重绘","友情,亲情,事业,NPC","both","朋友、同学、同事先用 CC0 小人占位，再按主视觉重绘服装","CC0；450 files；现代服装需要二次绘制"
"PX-UNI-036","聚会室内/餐厅大包","https://limezu.itch.io/moderninteriors","background","16/32/48 tile","1","聚会,餐厅,客厅,室内","热闹,空落,变化","友情,圈子变化,爱情,聚会","both","朋友聚会从满桌到空桌，用同一套室内资产做时间变化","覆盖 canteen/living room/party 等；完整商用需署名"
"PX-UNI-037","教室主背景 CC0","https://opengameart.org/content/cool-school-tileset","background","48x48 tile","1","校园,教室,黑板,CC0","安静,压力,秩序","学业,复读,考研,课堂","both","复读/考研开场用最后一排课桌和黑板，不额外解释压力","CC0；48px；RPG Maker MV/MZ 可用"
"PX-UNI-038","学校全套补景","https://oceansdream.itch.io/nostalgia-school-time","background","RPG Maker school tiles","1","学校,教室,食堂,体育馆","怀旧,校园,群体","学业,复读,朋友,校园","both","校园线用 classroom/cafeteria/gym 三个场景覆盖大多数学业日常","royalty-free；商用细节需复核"
"PX-UNI-039","图书馆与自习区","https://limezu.itch.io/moderninteriors","background","16/32/48 tile","1","图书馆,书架,自习,室内","安静,专注,孤独","学业,考研,出国读书,自习","both","考研/出国读书场景中主角坐在书架之间，灯光只照一张桌","Modern Interiors 覆盖 library；完整商用需付费署名"
"PX-UNI-040","书桌笔记本电脑","https://graduation-cat.itch.io/house-interior-tileset-32x32","prop","32x32 tile","1","书桌,笔记本,电脑,书","专注,焦虑,夜晚","学业,考研,转专业,查资料","both","考研/转专业线用桌上 laptop + 书堆表现选择成本","含 laptop/books/office chair；确认版本授权"
"PX-UNI-041","学校食堂学习间隙","https://oceansdream.itch.io/nostalgia-school-time","background","RPG Maker school tiles","1","食堂,校园,桌椅","疲惫,日常,等待","学业,复读,友情,食堂","daily","复读或考研日常中，主角在食堂一角边吃边翻书","royalty-free；需复核商用许可"
"PX-UNI-042","宿舍夜读 CC0","https://btl-games.itch.io/topdown","background","32x32 tile","1","卧室,宿舍,夜读,CC0","疲惫,安静,压抑","学业,考研,复读,宿舍","both","考研夜读用床、桌和单盏灯，表现长期消耗","CC0；可改色为夜间"
"PX-UNI-043","体育馆/操场压力","https://oceansdream.itch.io/nostalgia-school-time","background","RPG Maker school tiles","1","体育馆,学校,活动","青春,远离,热闹","学业,友情,校园活动,疏离","daily","主角在体育馆边缘看别人活动，用于朋友分流或学业孤立","royalty-free；校园群体场景补充"
"PX-UNI-044","课桌黑板书本 CC0","https://opengameart.org/content/cool-school-tileset","prop","48x48 tile","1","课桌,黑板,书本,CC0","秩序,压力,安静","学业,复读,课堂,考试","both","桌上堆书和黑板构成考试压力，不把分数直接画在画面里","CC0；可切成 prop 放进其他教室风格"
"PX-UNI-045","电脑书柜办公室校内混用 CC0","https://opengameart.org/content/cool-school-tileset","prop","48x48 tile","1","电脑,书柜,办公,CC0","普通,资料,等待","学业,转专业,事业,办公室","daily","转专业咨询或考研报名用电脑/柜子构成校务办公室","CC0；学校/办公室双用"
"PX-UNI-046","考试选择 UI CC0","https://kenney.nl/assets/ui-pack-pixel-adventure","ui","various","1","按钮,面板,UI,CC0","清晰,可点,中性","学业,选择,考研,转专业","daily","把复读/考研/转专业选项放进像素面板，而不是写在背景图上","CC0；500 files；需要按 Shadow UI 调整边框"
"PX-UNI-047","讲座/会议厅","https://limezu.itch.io/moderninteriors","background","16/32/48 tile","1","讲座,会议厅,教室,室内","被评估,正式,紧张","学业,出国读书,事业,面试","special","转专业面谈或出国说明会，用会议厅和投影区做背景","包内列 conference/lecture hall；完整商用需署名"
"PX-UNI-048","学生老师角色组","https://oceansdream.itch.io/nostalgia-school-time","character","RPG Maker sprites","idle/walk","老师,学生,校园角色","怀旧,群体,轻","学业,友情,课堂,NPC","both","学业线中老师和同学先做低细节 NPC，主角另行重绘","含 4 teachers + 4 students；许可需复核"
"PX-UNI-049","现代办公室主场景","https://limezu.itch.io/modernoffice","background","16x16 tile","1","办公室,工位,现代,topdown","正式,重复,压力","事业,就业,转行,职场","both","就业/转行线用工位排列和会议桌表现职场秩序","商用可用需署名；禁再分发"
"PX-UNI-050","办公桌电脑与文件柜","https://masalimov-ilnur.itch.io/pixel-office","prop","32x32 tile","1","办公桌,电脑,文件柜,饮水机","工作,疲惫,普通","事业,就业,考公,职场","both","办公室场景里用电脑、文件柜和饮水机搭出重复工作感","付费 $5；CC-BY 4.0；含 97 office tiles"
"PX-UNI-051","面试等候区","https://limezu.itch.io/moderninteriors","background","16/32/48 tile","1","等候区,前台,椅子,室内","紧张,正式,等待","事业,就业,考公,面试","special","面试/考公前，角色坐在等候区边缘，空椅子强调等待","Modern Interiors 覆盖 waiting room/reception；需署名"
"PX-UNI-052","城市楼群机会入口","https://reakain.itch.io/gb-studio-buildings","background","GB Studio tile","1","城市,建筑,窗户,楼梯","机会,陌生,高压","事业,城市机会,转行,城市","both","事业线角色第一次到新城市，楼群和门牌构成机会入口","可商用可改；禁再分发/AI/NFT"
"PX-UNI-053","通勤站台","https://reakain.itch.io/gb-studio-trains","background","GB Studio tile","1","火车,站台,通勤,城市","移动,疲惫,等待","事业,就业,城市机会,异地","both","就业/城市机会线每天通勤，站台可作为重复日常节点","可商用可改；含 station parts/doors"
"PX-UNI-054","医疗职场/医院办公室","https://jackburton84.itch.io/pixel-hospital-tileset-modern-medical-pixel-art-32x32","background","32x32 tile","1","医院,办公室,医疗设备","专业,紧张,照护","事业,亲情,医院,责任","both","事业医疗线或亲情照护线共用医院办公室与病房资产","免费商用；禁再分发；兼容 RPG Maker/Godot/Unity/Tiled"
"PX-UNI-055","零售兼职便利店","https://reakain.itch.io/gb-studio-7-11-tileset","background","GB Studio tile","1","便利店,收银台,货架,零售","普通,夜班,生活感","事业,就业,创业,零售","both","就业/创业线用收银台和货架表现底层工作或小店经营","可商用可改；禁再分发/AI/NFT"
"PX-UNI-056","创作者/电视工作室","https://limezu.itch.io/moderninteriors","background","16/32/48 tile","1","TV studio,工作室,室内","曝光,紧张,机会","事业,创业,转行,被看见","special","创业或转行到内容行业时，用 TV studio 做正式曝光场景","Modern Interiors 列出 TV studio；完整商用需署名"
"PX-UNI-057","会议室/汇报场","https://limezu.itch.io/moderninteriors","background","16/32/48 tile","1","会议室,长桌,投影,室内","正式,评估,压迫","事业,考公,就业,汇报","special","考公面试或工作汇报时，长桌对面坐评审/领导","包内 conference/lecture hall 可复用；需署名"
"PX-UNI-058","现代城市外景","https://limezu.itch.io/modernexteriors","background","16/32/48 tile","1","城市,街道,建筑,外景","机会,陌生,日常","事业,城市机会,爱情,友情","both","城市机会线用街区和建筑外立面表现新生活开始","付费/完整授权需署名；和 Modern Interiors 风格一致"
"PX-UNI-059","城市路牌交通灯","https://gandalfhardcore.itch.io/free-pixel-art-sidescroller-asset-pack-32x32-city","prop","32x32 tile","1","路牌,交通灯,垃圾桶,城市","选择,停顿,现实","事业,城市机会,转行,road","daily","转行/城市选择时，路牌和红绿灯作为选择隐喻","免费可商用；禁再分发/AI/NFT；侧视 props"
"PX-UNI-060","学校办公室文件柜 CC0","https://opengameart.org/content/cool-school-tileset","prop","48x48 tile","1","文件柜,桌椅,电脑,CC0","行政,普通,等待","事业,考公,学业,办公室","daily","考公报名或校务咨询用文件柜、电脑和桌子搭办公室","CC0；适合过渡型行政场景"
"PX-UNI-061","职场人物行走组","https://masalimov-ilnur.itch.io/pixel-office","character","32x32 sprite","idle/walk","职场角色,同事,办公室","中性,重复,忙碌","事业,就业,同事,NPC","both","办公室里用 5 个同事角色制造忙碌，但主角保持更高对比","付费 CC-BY 4.0；含 idle/walking"
"PX-UNI-062","办公对话 UI","https://limezu.itch.io/modernuserinterface","ui","16/32/48 ui","talk/nod/shake","对话框,按钮,portrait,UI","正式,选择,叙事","事业,面试,汇报,选择","both","面试/汇报场景使用统一对话框和头像，背景只承担空间","付费；商用需署名；有 dialogue boxes"
"PX-UNI-063","人生方向小镇路 CC0","https://kenney.nl/assets/tiny-town","background","16x16 tile","1","道路,小镇,地图,CC0","开放,轻,方向感","自我成长,人生方向,离开舒适区,road","both","人生方向选择用道路分叉或小镇出口做抽象化选择场景","CC0；适合章节地图和低成本过场"
"PX-UNI-064","自然田野水边","https://cupnooble.itch.io/sprout-lands-asset-pack","background","16-bit tile","1","自然,田野,水,农场","治愈,安静,新开始","自我成长,离开舒适区,人生方向,nature","both","成长线用田野/水边替代城市压力，表现短暂停靠和恢复","免费版仅非商业；商用需 premium 并署名"
"PX-UNI-065","雨后自省 CC0","https://opengameart.org/content/rain-1","fx","overlay 609KB","1","雨,透明,fx,CC0","冷,洗刷,停顿","自我成长,长期遗憾,爱情,亲情","both","长期遗憾回看时叠雨层，角色不动，只有雨在动","CC0；共用情绪滤镜"
"PX-UNI-066","独处卧室 CC0","https://btl-games.itch.io/topdown","background","32x32 tile","1","卧室,独处,现代,CC0","安静,困住,夜晚","自我成长,身份认同,舒适区,home","both","舒适区场景中，角色在房间里绕圈或坐在床边不动","CC0；适合可交互房间"
"PX-UNI-067","镜前身份认同","https://graduation-cat.itch.io/house-interior-tileset-32x32","background","32x32 tile","1","镜子,浴室,卧室,自省","疲惫,脆弱,私密","自我成长,身份认同,亲情,mirror","special","身份认同线中主角站在镜前，外观变化由 UI/角色层呈现","授权按 Graduation Cat；镜子素材可与角色层组合"
"PX-UNI-068","城市十字路口","https://reakain.itch.io/gb-studio-buildings","background","GB Studio tile","1","城市,路口,楼梯,门","犹豫,机会,陌生","自我成长,事业,城市机会,方向","both","人生方向/城市机会共同使用路口和门，表示可能性而非答案","可商用可改；禁再分发/AI/NFT"
"PX-UNI-069","深夜便利店","https://reakain.itch.io/gb-studio-7-11-tileset","background","GB Studio tile","1","便利店,夜晚,冷柜,城市","孤独,安全,普通","自我成长,友情,爱情,深夜","both","深夜独处时角色站在冷柜前，表现暂时避难","可商用可改；特别适合 slice-of-life"
"PX-UNI-070","图书馆自习成长线","https://limezu.itch.io/moderninteriors","background","16/32/48 tile","1","图书馆,自习,书架","专注,安静,长期","自我成长,学业,长期遗憾,学习","both","成长线中角色重新学习，使用图书馆而非课堂降低压迫感","完整商用需付费署名"
"PX-UNI-071","心情状态图标 CC0","https://opengameart.org/content/lucid-icon-pack","ui","16/32/64/160","1","心情,状态,图标,CC0","克制,提示,轻","自我成长,身份认同,长期遗憾,UI","daily","成长 UI 用图标标记压力/恢复/犹豫，不把心理解释写到画面里","CC0；可改色为 Shadow 状态色"
"PX-UNI-072","身份角色基底 CC0","https://kenney.nl/assets/roguelike-characters","character","various sprites","1","角色,基底,CC0,NPC","中性,可替换,低细节","自我成长,身份认同,亲情,友情","both","用同一组低细节人物表示不同圈层，再逐步替换成专用角色","CC0；现代化服装需二次绘制"
"PX-UNI-073","角色生成与日常动作","https://limezu.itch.io/moderninteriors","character","16/32/48 sprite","idle/run/read/pickup","角色生成,读书,跑步,日常","可塑,生活,叙事","自我成长,学业,事业,shared","both","UI 中复用 read/run/pick up 动作，让同一角色跨六域出现","完整角色生成器需付费；商用需署名"
"PX-UNI-074","路上食物/咖啡 CC0","https://kenney.nl/assets/pixel-platformer-food-expansion","prop","various","1","食物,咖啡,补给,CC0","轻,日常,恢复","自我成长,友情,爱情,休息","daily","舒适区外的短暂停靠，用咖啡/食物作为恢复节点","CC0；需统一 topdown 视角"
"PX-UNI-075","自然恢复主包","https://cupnooble.itch.io/sprout-lands-asset-pack","background","16-bit tile","1","自然,动物,农场,水","治愈,开阔,新生活","自我成长,人生方向,离开舒适区,nature","both","成长线结尾或中段喘息场景，用自然包和城市包形成对比","免费版非商业；商用需 premium；credit required"
"PX-UNI-076","复古室内备选","https://penzilla.itch.io/top-down-retro-interior","background","16x16 tile","1","室内,复古,topdown","怀旧,温暖,普通","亲情,友情,自我成长,home","both","当现代包太亮时，用复古室内做低饱和家居备选","非商业免费；商用项目需付费；含 StandardLicense.pdf"
"PX-UNI-077","Modern Interiors 总包锚点","https://limezu.itch.io/moderninteriors","background","16/32/48 tile","100+ animated objects","现代,室内,多场景,topdown","可扩展,统一,日常","亲情,爱情,友情,学业,事业,自我成长","both","作为通用室内母包，优先覆盖家、学校、餐厅、医院、工作室、图书馆","高覆盖主力包；完整商用需至少付费并署名"
"PX-UNI-078","Modern Exteriors 总包锚点","https://limezu.itch.io/modernexteriors","background","16/32/48 tile","multiple","现代,外景,城市,街道","机会,移动,公共空间","爱情,友情,事业,自我成长,城市","both","作为城市外景母包，连接车站、办公楼、街边谈话和离开舒适区","与 LimeZu 室内风格一致；商用需署名"
"PX-UNI-079","Modern Office 总包锚点","https://limezu.itch.io/modernoffice","background","16x16 tile","multiple","办公室,职场,现代","正式,重复,压力","事业,就业,转行,考公","both","事业 Agent 的默认办公室底图，搭配 UI 做面试/汇报/工位循环","商用可用需署名；禁再分发"
"PX-UNI-080","Kenney UI 总包 CC0","https://kenney.nl/assets/ui-pack-pixel-adventure","ui","various","1","UI,按钮,面板,CC0","清晰,中性,工具化","shared,选择,状态,导航","daily","六域 Agent 的 tab、卡片、选择按钮先用 CC0 UI 占位，再视觉统一","CC0；500 files；适合作为低风险 UI 基础"
"PX-UNI-081","Kenney 角色总包 CC0","https://kenney.nl/assets/roguelike-characters","character","various sprites","1","角色,NPC,CC0","中性,抽象,占位","shared,NPC,亲情,友情,事业","both","所有非核心角色先用 CC0 小人做占位和布局测试","CC0；450 files；正式视觉需现代化重绘"
"PX-UNI-082","LimeZu UI/头像锚点","https://limezu.itch.io/modernuserinterface","ui","16/32/48 ui","talk/nod/shake","UI,对话框,头像,按钮","叙事,选择,清晰","shared,dialogue,choice,portrait","both","需要头像、对话框、选择框时使用同风格 UI，避免每个 Agent 自己拼","付费；商用可用需署名；适合 narrative UI"
"PX-UNI-083","Lucid 图标总包 CC0","https://opengameart.org/content/lucid-icon-pack","ui","16/32/64/160","1","图标,UI,CC0,SVG","轻,清晰,提示","shared,通知,心情,工具","daily","电话、礼物、心情、邮件、提醒等小状态 icon 从这里起步","CC0；PNG/SVG/spritesheet/ase；100 icons"
"PX-UNI-084","Cool School 总包 CC0","https://opengameart.org/content/cool-school-tileset","background","48x48 tile","1","学校,办公室,家具,CC0","秩序,安静,基础","学业,事业,校园,办公室","both","学业 Agent 的低风险教室/校务办公室基础包","CC0；含书本、电脑、黑板、柜子、桌椅"
"PX-UNI-085","Rain FX 总包 CC0","https://opengameart.org/content/rain-1","fx","overlay 609KB","1","雨,透明,fx,CC0","冷,潮湿,情绪","shared,雨,分手,离家","both","所有高压情绪节点可共享雨层，但透明度和色温按场景调","CC0；轻雨透明覆盖"
"PX-UNI-086","BTL Home 总包 CC0","https://btl-games.itch.io/topdown","background","32x32 tile","1","现代,家,室内,CC0","普通,日常,亲密","亲情,爱情,友情,自我成长,home","both","家居场景低风险首选，覆盖卧室/客厅/厨房等普通生活空间","CC0；免费可商用可改"
"PX-UNI-087","Graduation House 总包","https://graduation-cat.itch.io/house-interior-tileset-32x32","background","32x32 tile","1","家,家具,浴室,厨房","细节,生活,怀旧","亲情,爱情,自我成长,home","both","需要更细的家居 props 时，从这个包补书本、电话、奖杯、镜子","免费版和付费版内容不同；禁再分发"
"PX-UNI-088","AppleDog Modern Home 总包","https://apple-dog.itch.io/modern-tileset-by-appledog","background","16/32/48 tile","1","现代,家居,卧室,厨房","可爱,温暖,普通","亲情,爱情,友情,home","both","温暖一点的家居备选，适合同居、家庭回忆、朋友聚会","可商用需署名；许可来自作者评论，需上线前复核"
"PX-UNI-089","Reakain Kitchen 总包","https://reakain.itch.io/kitchen-assets","prop","16/32 tile","1","厨房,冰箱,炉灶,水槽","生活感,日常,拥挤","亲情,爱情,友情,厨房","daily","家庭餐桌、同居厨房、朋友做饭都可复用同一厨房 props","可商用可改；禁再分发/AI/NFT"
"PX-UNI-090","Reakain Trains 总包","https://reakain.itch.io/gb-studio-trains","background","GB Studio tile","1","火车,站台,通勤","离别,移动,等待","爱情,事业,自我成长,异地","both","异地、通勤、离开舒适区共用车站和列车素材","可商用可改；禁再分发/AI/NFT"
"PX-UNI-091","Reakain City 总包","https://reakain.itch.io/gb-studio-buildings","background","GB Studio tile","1","城市,建筑,街道,门","机会,日常,陌生","事业,爱情,友情,城市","both","城市机会、朋友分流、异地分别都用这套街区作为公共空间","可商用可改；禁再分发/AI/NFT"
"PX-UNI-092","Reakain Convenience 总包","https://reakain.itch.io/gb-studio-7-11-tileset","background","GB Studio tile","door anim","便利店,收银,货架,冷柜","夜晚,普通,避难","亲情,友情,事业,自我成长","both","便利店作为六域共享的夜间避难点、兼职点、朋友碰头点","可商用可改；禁再分发/AI/NFT"
"PX-UNI-093","Hospital 总包","https://jackburton84.itch.io/pixel-hospital-tileset-modern-medical-pixel-art-32x32","background","32x32 tile","1","医院,病床,设备,办公室","照护,紧张,责任","亲情,事业,责任与愧疚,hospital","special","亲情照护和医疗职业都用同一医院包，减少风格漂移","免费商用；禁再分发；需要人审医疗符号准确性"
