category_id,category_label,asset_id,name,source_url,type,size,frames,style_tags,mood_tags,story_tags,scene_use,usage_case,notes,license_tier,ui_ready,layout_role,season_kit,pairs_with,pack_id,supabase_table,visual_anchor_template,default_layer_stack,parallax_suggest,animation_keys,domain_fit,year_phase_fit,combo_id,reject_if_mood
character_expression,07_角色表情氛围,PX-EXT-023,像素NPC头像7情绪组,https://itch.io/game-assets/tag-pixel-art/tag-portrait,ui,64x64,7 emotions per character,"头像,NPC,情绪,对话框,portrait","多样,叙事感,真实","shared,对话,亲情,友情,爱情",both,对话框配7情绪头像；让家人/朋友/恋人的对话有层次感,itch portrait 标签下有 245 张/7情绪的 NPC 包；需人工选定具体包名和授权,review_required,candidate_only,ui,,,extended-scenes-v1,visual_assets,对话框，{character}表情{emotion}，头像特写,ui_overlay,0,emotion_7pack,shared,"quiet,pivotal",candidate_only,
character_expression,07_角色表情氛围,PX-EXT-024,儿童/少女像素头像,https://captainskolot.itch.io/little-girl-portrait-pixelart-pixel-art-sprite,character,various,multiple expressions,"儿童,少女,头像,portrait","青春,天真,对比","亲情,童年,回忆,家庭",special,亲情线童年记忆场景；家庭中年幼弟妹/子女的对话头像；年龄对比锚点,CaptainSkolot；需核实授权,review_required,candidate_only,protagonist_or_npc,,,extended-scenes-v1,visual_assets,童年回忆，{character}年幼头像在{location},ui_overlay,0,portrait_expressions,family,"special,pivotal",candidate_only,
character_expression,07_角色表情氛围,PX-EXT-025,像素幻想角色生成器（Caz）,https://cazwolf.itch.io/pixel-charagen,character,various,multiple,"角色生成,自定义,外表可选","可塑,中性,占位","shared,主角,NPC,角色占位",both,浏览器生成各年龄段角色占位；后期叠加专属服装/发型,浏览器工具；生成图可用于游戏；具体授权需核实,review_required,candidate_only,protagonist_or_npc,,,extended-scenes-v1,visual_assets,{character}占位角色在{location},character,0,generated,shared,quiet,candidate_only,
support_ui_transition,08_转场UI辅助,PX-EXT-026,像素HUD进度条/状态面板,https://indigolay.itch.io/pixel-hud-ui,ui,various,1,"HUD,进度条,面板,状态栏","清晰,信息,节制","shared,状态,年份计数,六域进度",daily,六域状态栏、年份进度条、关键选择节点进度可视化,IndigoLay；需核实价格；看免费版是否够用,review_required,candidate_only,ui,,,extended-scenes-v1,visual_assets,HUD：第{year}年 · {domain}进度,ui_top,0,bar_fill,shared,daily,candidate_only,
support_ui_transition,08_转场UI辅助,PX-EXT-027,Cainos 像素RPG图标包,https://cainos.itch.io/pixel-art-icon-pack-rpg,ui,various,1,"图标,RPG,道具,行动","清晰,中性,指引","shared,道具,选择,行动图标",daily,书/证件/电话/行李箱等叙事道具图标；替代文字的视觉提示,Cainos；需核实授权和价格；可与 Lucid Icons（CC0）互补,review_required,candidate_only,ui,,,extended-scenes-v1,visual_assets,{character}手边{prop}图标提示行动,ui_prop,0,static,shared,"daily,pivotal",candidate_only,
character_expression,07_角色表情氛围,PX-EXT-028,通用粒子VFX特效包,https://pixel-boy.itch.io/vfxmix-assetpack,fx,various,animated,"粒子,特效,光效,VFX","强调,冲击,情绪爆发,转折","shared,pivotal,介入,情绪高峰",special,介入节点或重大选择时用粒子强调转折感；避免纯静态画面,pixel-boy 出品；需核实授权；适合叙事高峰的瞬间视觉强调,review_required,candidate_only,fx,,,extended-scenes-v1,visual_assets,转折瞬间，{character}在{location}，粒子爆发,background>character>PX-EXT-028,0,"burst,sparkle",shared,"pivotal,special",candidate_only,
character_expression,07_角色表情氛围,PX-EXT-029,LPC 浓雾大气覆盖层,https://lpc.opengameart.org/content/thick-fog,fx,1024x512 tiling,scrolling,"雾,大气,LPC","迷失,不确定,朦胧,迷茫","自我成长,迷茫,人生方向",special,人生方向迷茫节点叠雾效；表达不确定性无需文字,LPC 系列；CC0 或开放许可；1024x512 可水平 tiling,cc0_ready,prototype_ready,fx,,,extended-scenes-v1,visual_assets,浓雾中，{character}在{location}，方向不明,background>character>PX-EXT-029,0.05,fog_scroll,self_growth,"quiet,pivotal,special",introspection_overlay,"celebration,清晰"
park_night_sky,03_公园星夜天空,PX-EXT-030,CC0 星空动画背景 OGA,https://opengameart.org/content/cc0-backgrounds,background,various,animated,"星空,夜晚,CC0","深夜,宁静,距离,浩渺","自我成长,异地,深夜,失眠",both,深夜内省场景星空底图；可与窗边角色剪影组合；含 Animated Stars Background,CC0；OGA CC0 Backgrounds 合集；直接商用,cc0_ready,prototype_ready,background,,,extended-scenes-v1,visual_assets,深夜星空，{character}在{location}窗边剪影,PX-UNI-002>PX-EXT-030>PX-EXT-029>character,0.18,stars_twinkle,"self_growth,love","quiet,special",introspection_overlay,celebration
support_ui_transition,08_转场UI辅助,PX-EXT-031,通用 16x16 俯视场景底包,https://anokolisa.itch.io/free-pixel-art-asset-pack-topdown-tileset-rpg-16x16-sprites,background,16x16 tile,1,"俯视,通用,室内外,多用途","中性,基础,占位","shared,户外,室内,低风险占位",both,500+ sprites 作为低风险多用途底图占位；在具体场景资产到位前做预览用,Anokolisa；免费；商用条款需核实,review_required,candidate_only,background,,,extended-scenes-v1,visual_assets,{character}在通用俯视{location}（占位）,PX-EXT-031>character,0.1,idle,shared,quiet,candidate_only,
support_ui_transition,08_转场UI辅助,PX-EXT-032,风格化俯视室内（Hana Caraka）,https://otterisk.itch.io/hana-caraka-topdown-tileset,background,various tile,1,"室内,俯视,风格化,独特","温暖,生活感,别致","亲情,爱情,友情,室内,回忆",both,风格独特的室内俯视；适合记忆/回忆场景的差异化视觉质感,Otterisk；需核实授权；艺术风格较别致；需确认与主视觉兼容,review_required,candidate_only,background,,,extended-scenes-v1,visual_assets,回忆滤镜，{character}在风格化室内{location},PX-EXT-032>character,0.1,idle,"family,love,friendship","special,pivotal",candidate_only,
support_ui_transition,08_转场UI辅助,PX-EXT-033,像素过渡/擦黑转场特效,https://itch.io/game-assets/free/tag-effects/tag-pixel-art,fx,various,animated,"过渡,擦黑,幕布,转场","章节感,叙事节奏,切换","shared,年份转场,章节切换",special,每年之间的章节转场用像素擦黑或幕布；明确区分年份跳跃感,itch Effects 标签下有多款免费包；需人工选定具体包；优先 CC0,cc0_ready,prototype_ready,transition,,all_year_transitions,extended-scenes-v1,visual_assets,第{year}年 → 第{next_year}年，像素擦黑转场,transition_fullscreen,0,"wipe_black,curtain",shared,transition,year_transition,
transit_interior,04_地铁高铁车厢,PX-EXT-034,城市交通工具（公交/出租）OGA,https://opengameart.org/content/pixel-art-vehicles,prop,various,1,"公交车,出租车,交通,城市","移动,通勤,日常","事业,亲情,友情,通勤,城市",daily,城市路上公交/出租车作为通勤过场道具；和站台/车厢内景配合,OGA；CC-BY 3.0 或 CC0；含公交/消防/卡车；作为道具而非载具使用,cc0_ready,prototype_ready,prop,,,extended-scenes-v1,visual_assets,城市路上，{prop}驶过{location},background>PX-EXT-034,0.06,drive_by,"career,family,friendship","daily,transition",commute_interior,
festival_culture,05_节庆文化道具,PX-EXT-035,Girlypixels 樱花树/春日植物,https://girlypixels.itch.io/pixelart-assets,prop,various,1,"樱花,植物,春天,树木","春日,柔和,新生,萌动","爱情,自我成长,春天,新开始",both,春季场景樱花树和植物；搭配 PX-EXT-017 Flower Pack 形成完整春季效果,Girlypixels；需核实授权；含岩石/树木/樱花等自然元素,review_required,candidate_only,prop,spring,,extended-scenes-v1,visual_assets,春日，{character}在樱花树{location},background>PX-EXT-035>PX-EXT-017,0.1,petal_fall,"love,self_growth","quiet,transition",candidate_only,
bookstore_study,06_书店学习空间,PX-EXT-036,LimeZu Modern Interiors - 健身房,https://limezu.itch.io/moderninteriors,background,16/32/48 tile,1,"健身房,器械,室内,topdown,现代","努力,自律,汗水,行动","自我成长,身体改变,事业,行动",both,离开舒适区尝试改变时；健身房作为行动可见性场景,同 PX-UNI-077 包，单独标注 gym 房间用途；完整商用需署名,attribution_required,candidate_only,background,,,extended-scenes-v1,visual_assets,{character}在健身房{location}，器械可见,PX-EXT-036>character,0.08,exercise_idle,"self_growth,career","quiet,pivotal",candidate_only,
bookstore_study,06_书店学习空间,PX-EXT-037,LimeZu Modern Interiors - 居酒屋/酒吧,https://limezu.itch.io/moderninteriors,background,16/32/48 tile,1,"居酒屋,酒吧,台灯,夜间,现代","放松,微醉,深夜谈话,私密","友情,事业,自我成长,深夜聚会",special,深夜好友长谈；就业挫折后酒桌聚会；比咖啡馆更私密的夜间室内,同 PX-UNI-077 包，单独标注 bar/izakaya 用途；完整商用需署名,attribution_required,candidate_only,background,,,extended-scenes-v1,visual_assets,深夜，{character}在居酒屋{location}，台灯暖光,PX-EXT-037>character,0.08,sit_talk,"friendship,career,self_growth","special,quiet",candidate_only,
support_ui_transition,08_转场UI辅助,PX-EXT-038,Mana Seed 免费 RPG 起步包,https://seliel-the-shaper.itch.io/rpg-starter-pack,background,16x16 tile,1,"综合,起步,地形,室内外,Mana Seed","入门,通用,基础","shared,通用底图,低风险,占位",both,Mana Seed 风格的免费起步资产；作为四季地形+角色的低风险原型占位,Seliel；免费；Mana Seed User License 商用可；快速搭场景原型,mana_seed_license,prototype_ready,background,,,extended-scenes-v1,visual_assets,{season}，{character}在 Mana Seed 起步{location},PX-EXT-038>PX-EXT-021,0.12,"idle,walk",shared,"quiet,transition",mana_seed_starter,
support_ui_transition,08_转场UI辅助,PX-EXT-039,itch.io 室内资产合集页,https://itch.io/s/73097/pixel-interior-game-assets,background,various,1,"室内,集合,现代,各类房间","生活感,多样","shared,室内,各类场景,补充候选",both,覆盖主要素材包未列的室内场景；从合集页按风格匹配选取,合集捆绑包；含多款 itch 室内 tileset；需逐包核实授权,review_required,candidate_only,background,,,extended-scenes-v1,visual_assets,{character}在室内{location}（合集候选）,background>character,0.1,idle,shared,quiet,candidate_only,
