asset_id,name,source_url,type,size,frames,style_tags,mood_tags,story_tags,scene_use,usage_case,notes
"PX-EXT-024","儿童/少女像素头像","https://captainskolot.itch.io/little-girl-portrait-pixelart-pixel-art-sprite","character","various","multiple expressions","儿童,少女,头像,portrait","青春,天真,对比","亲情,童年,回忆,家庭","special","亲情线童年记忆场景；家庭中年幼弟妹/子女的对话头像；年龄对比锚点","CaptainSkolot；需核实授权"
"PX-EXT-025","像素幻想角色生成器（Caz）","https://cazwolf.itch.io/pixel-charagen","character","various","multiple","角色生成,自定义,外表可选","可塑,中性,占位","shared,主角,NPC,角色占位","both","浏览器生成各年龄段角色占位；后期叠加专属服装/发型","浏览器工具；生成图可用于游戏；具体授权需核实"
"PX-EXT-026","像素HUD进度条/状态面板","https://indigolay.itch.io/pixel-hud-ui","ui","various","1","HUD,进度条,面板,状态栏","清晰,信息,节制","shared,状态,年份计数,六域进度","daily","六域状态栏、年份进度条、关键选择节点进度可视化","IndigoLay；需核实价格；看免费版是否够用"
"PX-EXT-027","Cainos 像素RPG图标包","https://cainos.itch.io/pixel-art-icon-pack-rpg","ui","various","1","图标,RPG,道具,行动","清晰,中性,指引","shared,道具,选择,行动图标","daily","书/证件/电话/行李箱等叙事道具图标；替代文字的视觉提示","Cainos；需核实授权和价格；可与 Lucid Icons（CC0）互补"
"PX-EXT-028","通用粒子VFX特效包","https://pixel-boy.itch.io/vfxmix-assetpack","fx","various","animated","粒子,特效,光效,VFX","强调,冲击,情绪爆发,转折","shared,pivotal,介入,情绪高峰","special","介入节点或重大选择时用粒子强调转折感；避免纯静态画面","pixel-boy 出品；需核实授权；适合叙事高峰的瞬间视觉强调"
"PX-EXT-029","LPC 浓雾大气覆盖层","https://lpc.opengameart.org/content/thick-fog","fx","1024x512 tiling","scrolling","雾,大气,LPC","迷失,不确定,朦胧,迷茫","自我成长,迷茫,人生方向","special","人生方向迷茫节点叠雾效；表达不确定性无需文字","LPC 系列；CC0 或开放许可；1024x512 可水平 tiling"
"PX-EXT-030","CC0 星空动画背景 OGA","https://opengameart.org/content/cc0-backgrounds","background","various","animated","星空,夜晚,CC0","深夜,宁静,距离,浩渺","自我成长,异地,深夜,失眠","both","深夜内省场景星空底图；可与窗边角色剪影组合；含 Animated Stars Background","CC0；OGA CC0 Backgrounds 合集；直接商用"
"PX-EXT-031","通用 16x16 俯视场景底包","https://anokolisa.itch.io/free-pixel-art-asset-pack-topdown-tileset-rpg-16x16-sprites","background","16x16 tile","1","俯视,通用,室内外,多用途","中性,基础,占位","shared,户外,室内,低风险占位","both","500+ sprites 作为低风险多用途底图占位；在具体场景资产到位前做预览用","Anokolisa；免费；商用条款需核实"
"PX-EXT-032","风格化俯视室内（Hana Caraka）","https://otterisk.itch.io/hana-caraka-topdown-tileset","background","various tile","1","室内,俯视,风格化,独特","温暖,生活感,别致","亲情,爱情,友情,室内,回忆","both","风格独特的室内俯视；适合记忆/回忆场景的差异化视觉质感","Otterisk；需核实授权；艺术风格较别致；需确认与主视觉兼容"
"PX-EXT-033","像素过渡/擦黑转场特效","https://itch.io/game-assets/free/tag-effects/tag-pixel-art","fx","various","animated","过渡,擦黑,幕布,转场","章节感,叙事节奏,切换","shared,年份转场,章节切换","special","每年之间的章节转场用像素擦黑或幕布；明确区分年份跳跃感","itch Effects 标签下有多款免费包；需人工选定具体包；优先 CC0"
"PX-EXT-034","城市交通工具（公交/出租）OGA","https://opengameart.org/content/pixel-art-vehicles","prop","various","1","公交车,出租车,交通,城市","移动,通勤,日常","事业,亲情,友情,通勤,城市","daily","城市路上公交/出租车作为通勤过场道具；和站台/车厢内景配合","OGA；CC-BY 3.0 或 CC0；含公交/消防/卡车；作为道具而非载具使用"
"PX-EXT-035","Girlypixels 樱花树/春日植物","https://girlypixels.itch.io/pixelart-assets","prop","various","1","樱花,植物,春天,树木","春日,柔和,新生,萌动","爱情,自我成长,春天,新开始","both","春季场景樱花树和植物；搭配 PX-EXT-017 Flower Pack 形成完整春季效果","Girlypixels；需核实授权；含岩石/树木/樱花等自然元素"
"PX-EXT-036","LimeZu Modern Interiors - 健身房","https://limezu.itch.io/moderninteriors","background","16/32/48 tile","1","健身房,器械,室内,topdown,现代","努力,自律,汗水,行动","自我成长,身体改变,事业,行动","both","离开舒适区尝试改变时；健身房作为行动可见性场景","同 PX-UNI-077 包，单独标注 gym 房间用途；完整商用需署名"
"PX-EXT-037","LimeZu Modern Interiors - 居酒屋/酒吧","https://limezu.itch.io/moderninteriors","background","16/32/48 tile","1","居酒屋,酒吧,台灯,夜间,现代","放松,微醉,深夜谈话,私密","友情,事业,自我成长,深夜聚会","special","深夜好友长谈；就业挫折后酒桌聚会；比咖啡馆更私密的夜间室内","同 PX-UNI-077 包，单独标注 bar/izakaya 用途；完整商用需署名"
"PX-EXT-038","Mana Seed 免费 RPG 起步包","https://seliel-the-shaper.itch.io/rpg-starter-pack","background","16x16 tile","1","综合,起步,地形,室内外,Mana Seed","入门,通用,基础","shared,通用底图,低风险,占位","both","Mana Seed 风格的免费起步资产；作为四季地形+角色的低风险原型占位","Seliel；免费；Mana Seed User License 商用可；快速搭场景原型"
"PX-EXT-039","itch.io 室内资产合集页","https://itch.io/s/73097/pixel-interior-game-assets","background","various","1","室内,集合,现代,各类房间","生活感,多样","shared,室内,各类场景,补充候选","both","覆盖主要素材包未列的室内场景；从合集页按风格匹配选取","合集捆绑包；含多款 itch 室内 tileset；需逐包核实授权"
